йЫДИЙЭР DSLAM;EMS DSLAM Name;╪МОЛА DSLAM;DSLAM Uplink Port;╪МОЛА еНОПКИСЛОЩ еПЭЛЕМОУ Hop;тЩПОР еНОПКИСЛОЩ еПЭЛЕМОУ Hop;пЭЯТА еПЭЛЕМОУ Hop;TЩПОР пЭЯТАР еПЭЛЕМОУ Hop;йЫДИЙЭР EETT DSLAM;пЕЯИЖщЯЕИА DSLAM;дИАЛщЯИСЛА DSLAM;оМОЛАСъА йщМТЯОУ DSLAM;DSLAM тей;DSLAM ONU;йЫДИЙЭР йщМТЯОУ DSLAM;йЫДИЙЭР EETT еПЭЛЕМОУ Hop;пЕЯИЖщЯЕИА еПЭЛЕМОУ Hop;дИАЛщЯИСЛА еПЭЛЕМОУ Hop;оМОЛАСъА йщМТЯОУ еПЭЛЕМОУ Hop;тей еПЭЛЕМОУ Hop;ONU еПЭЛЕМОУ Hop;йЫДИЙЭР йщМТЯОУ еПЭЛЕМОУ Hop
8793;FTHIO_LAMIA_D_HUA_8793;FTHI/LAMI/L001/DS_5600/001;2;lami-asr9ka;SWTETH;Bundle-Ether20003;ETSBPrt;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
8794;FTHIO_LAMIA_D_HUA_8794;FTHI/LAMI/L001/DS_5600/002;2;lami-asr9ka;SWTETH;Bundle-Ether20004;ETSBPrt;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
8794;FTHIO_LAMIA_D_HUA_8794;FTHI/LAMI/L001/DS_5600/002;1;asw-nym1-lamia-8508a;SWTETH;3;ETHPRT;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
8804;CHANI_KYDONAS_D_HUA_8804;HANI/KYDO/L007/DS_5600/004;7-иАМ;chan-asr9ka;SWTETH;Bundle-Ether20007;ETSBPrt;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
8804;CHANI_KYDONAS_D_HUA_8804;HANI/KYDO/L007/DS_5600/004;1;asw-her2-kidonas-8508a;SWTETH;5;ETHPRT;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
8808;KYKLA_SYROS.APOTHIKE_D_HUA_8808;KYKL/SYRO/L011/DS_5600/001;2;asw-nym3-apothikisirou-5624a;SWTETH;g1/0/2;ETHPRT;340229;т.п.мотиас екк.;т.д. мгсым;т.е.й. еялоупокгс;3002; ;апохгйес суяоу;340229;т.п.мотиас екк.;т.д. мгсым;т.е.й. еялоупокгс;3002; ;апохгйес суяоу
8808;KYKLA_SYROS.APOTHIKE_D_HUA_8808;KYKL/SYRO/L011/DS_5600/001;2;asw-nym3-apothikisirou-5624a;SWTETH;g1/0/2;ETHPRT;340229;т.п.мотиас екк.;т.д. мгсым;т.е.й. еялоупокгс;3002; ;апохгйес суяоу;340161;т.п.мотиас екк.;т.д. мгсым;т.е.й. еялоупокгс;3002; ;суяос
8808;KYKLA_SYROS.APOTHIKE_D_HUA_8808;KYKL/SYRO/L011/DS_5600/001;1;asw-nym3-siros-8512a;SWTETH;4;ETHPRT;340229;т.п.мотиас екк.;т.д. мгсым;т.е.й. еялоупокгс;3002; ;апохгйес суяоу;340161;т.п.мотиас екк.;т.д. мгсым;т.е.й. еялоупокгс;3002; ;суяос
8808;KYKLA_SYROS.APOTHIKE_D_HUA_8808;KYKL/SYRO/L011/DS_5600/001;1;asw-nym3-siros-8512a;SWTETH;4;ETHPRT;340229;т.п.мотиас екк.;т.д. мгсым;т.е.й. еялоупокгс;3002; ;апохгйес суяоу;340229;т.п.мотиас екк.;т.д. мгсым;т.е.й. еялоупокгс;3002; ;апохгйес суяоу
8847;MAGNI_GIMNASTIRIO_D_HUA_8847;MAGN/GYMN/L002/DS_5600/003;0006-0;volo-asr9ka;SWTETH;Bundle-Ether10003;ETSBPrt;400082;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. бокоу;4004; ;цулмастгяио;400082;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. бокоу;4004; ;цулмастгяио
9021;KERKY_KERKYRA_D_HUA_9021;KERK/KERK/L008/DS_5600/007;2;corf-asr9ka;SWTETH;Bundle-Ether10006;ETSBPrt;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа
9081;EVOIA_CHALKIDA_D_HUA_9081;EYVO/HALK/L006/DS_5600/006;7-иАМ;xalk-asr9ka;SWTETH;Bundle-Ether20005;ETSBPrt;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида
9082;EVOIA_CHALKIDA_D_HUA_9082;EYVO/HALK/L006/DS_5600/007;7-иАМ;xalk-asr9ka;SWTETH;Bundle-Ether20006;ETSBPrt;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида
9083;EVOIA_CHALKIDA_D_HUA_9083;EYVO/HALK/L006/DS_5600/008;7-иАМ;xalk-asr9ka;SWTETH;Bundle-Ether20007;ETSBPrt;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида
9083;EVOIA_CHALKIDA_D_HUA_9083;EYVO/HALK/L006/DS_5600/008;1;asw-nym1-xalkida-8505a;SWTETH;9;ETSBPrt;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида;130059;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;вакйида
9094;MAGNI_GIMNASTIRIO_D_HUA_9094;MAGN/GYMN/L002/DS_5600/005;0006-0;volo-asr9ka;SWTETH;Bundle-Ether10004;ETSBPrt;400082;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. бокоу;4004; ;цулмастгяио;400082;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. бокоу;4004; ;цулмастгяио
9095;MAGNI_GIMNASTIRIO_D_HUA_9095;MAGN/GYMN/L002/DS_5600/006;0006-0;volo-asr9ka;SWTETH;Bundle-Ether10005;ETSBPrt;400082;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. бокоу;4004; ;цулмастгяио;400082;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. бокоу;4004; ;цулмастгяио
9099;FTHIO_LAMIA_D_HUA_9099;FTHI/LAMI/L001/DS_5600/006;2;lami-asr9ka;SWTETH;Bundle-Ether20005;ETSBPrt;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
9099;FTHIO_LAMIA_D_HUA_9099;FTHI/LAMI/L001/DS_5600/006;1;asw-nym1-lamia-8508a;SWTETH;7;ETHPRT;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
9100;FTHIO_LAMIA_D_HUA_9100;FTHI/LAMI/L001/DS_5600/007;2;lami-asr9ka;SWTETH;Bundle-Ether20006;ETSBPrt;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
9100;FTHIO_LAMIA_D_HUA_9100;FTHI/LAMI/L001/DS_5600/007;1;asw-nym1-lamia-8508a;SWTETH;8;ETHPRT;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
9101;FTHIO_LAMIA_D_HUA_9101;FTHI/LAMI/L001/DS_5600/008;2;lami-asr9ka;SWTETH;Bundle-Ether20007;ETSBPrt;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
9101;FTHIO_LAMIA_D_HUA_9101;FTHI/LAMI/L001/DS_5600/008;1;asw-nym1-lamia-8508a;SWTETH;9;ETHPRT;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа;150058;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. калиас;2302; ;калиа
9117;ACHAI_PELOPAS_D_HUA_9117;AHAI/PELO/L003/DS_5600/006;2;patr-asr9ka;SWTETH;Bundle-Ether20005;ETSBPrt;10238;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. йемтяийоу патяым;6101; ;пекопас;10238;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. йемтяийоу патяым;6101; ;пекопас
9118;ACHAI_PELOPAS_D_HUA_9118;AHAI/PELO/L003/DS_5600/007;2;patr-asr9ka;SWTETH;Bundle-Ether20006;ETSBPrt;10238;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. йемтяийоу патяым;6101; ;пекопас;10238;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. йемтяийоу патяым;6101; ;пекопас
9123;KERKY_KERKYRA_D_HUA_9123;KERK/KERK/L008/DS_5600/006;2;corf-asr9ka;SWTETH;Bundle-Ether10005;ETSBPrt;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа
9124;MESSI_KALAMATA_D_HUA_9124;MESS/KALT/L008/DS_5600/006;7-иАМ;klmt-asr9ka;SWTETH;Bundle-Ether20004;ETSBPrt;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата
9128;CHANI_KYDONAS_D_HUA_9128;HANI/KYDO/L007/DS_5600/006;1;asw-her2-kidonas-8508a;SWTETH;7;ETSBPrt;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
9128;CHANI_KYDONAS_D_HUA_9128;HANI/KYDO/L007/DS_5600/006;7-иАМ;chan-asr9ka;SWTETH;Bundle-Ether20005;ETSBPrt;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
9129;CHANI_KYDONAS_D_HUA_9129;HANI/KYDO/L007/DS_5600/007;1;asw-her2-kidonas-8508a;SWTETH;8;ETSBPrt;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
9129;CHANI_KYDONAS_D_HUA_9129;HANI/KYDO/L007/DS_5600/007;7-иАМ;chan-asr9ka;SWTETH;Bundle-Ether20006;ETSBPrt;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас;200116;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;йудымас
9130;DODEK_RODOS_D_HUA_9130;DODE/RODO/L001/DS_5600/005;2;rodo-asr9ka;SWTETH;Bundle-Ether20004;ETSBPrt;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос
9131;DODEK_RODOS_D_HUA_9131;DODE/RODO/L001/DS_5600/006;2;rodo-asr9ka;SWTETH;Bundle-Ether20005;ETSBPrt;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос
9139;SAMOS_SAMOS_D_HUA_9139;SAMO/SAMO/L001/DS_5600/003;2;samo-asr9ka;SWTETH;Bundle-Ether10002;ETSBPrt;480024;т.п.мотиас екк.;т.д. мгсым;т.е.й. салоу;2601; ;салос;480024;т.п.мотиас екк.;т.д. мгсым;т.е.й. салоу;2601; ;салос
9247;DODEK_KOSKINOU_D_HUA_9247;DODE/RODO/L002/DS_5600/001;2;rodo-asr9ka;SWTETH;Bundle-Ether20015;ETSBPrt;110248;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;йосйимоу;110179;т.п.мотиас екк.;т.д. мгсым;т.е.й. яодоу;2401; ;яодос
9255;MESSI_VI.PE.KALAMATA_D_HUA_9255;MESS/KALT/L012/DS_5600/001;7-иАМ;klmt-asr9ka;SWTETH;Bundle-Ether20007;ETSBPrt;410174;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;бипе йакалатас;410042;т.п.мотиас екк.;т.д.мотиоам.пекоп;т.е.й. йакалатас;7301; ;йакалата
9287;LESVO_NEAPOLI_D_HUA_9287;LESV/MYTI/L002/DS_5600/001;1;asw-mtln9ka-neapoli-5624a;SWTETH;g1/0/1;ETHPRT;380064;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. лутикгмгс;2501; ;меапокг;380064;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. лутикгмгс;2501; ;меапокг
9645;KERKY_VIROS_D_HUA_9645;KERK/KERK/T002/DS_5600/001;1;corf-asr9ka;SWTETH;Bundle-Ether10009;ETSBPrt;300062;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601;9517;йеяйуяа_буяос;300014;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;йеяйуяа
9669;ATTIC_AG.PARASKEV_D_HUA_9669_KV;ATHV/APAR/T001/DS_5606T/001;1-иАМ;xala-asr9kb;SWTETH;Bundle-Ether12103;ETSBPrt;60891;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. ац. паяасйеугс;1653;180;ац. паяасйеуг_ц1;60027;т.п.мотиас екк.;т.д. ахгмас;т.е.й. вакамдяиоу;1651; ;вакамдяи
9670;ATTIC_AG.PARASKEV_D_HUA_9670_KV;ATHV/APAR/T002/DS_5606T/001;1-иАМ;xala-asr9kb;SWTETH;Bundle-Ether12013;ETSBPrt;60728;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. ац. паяасйеугс;1653;181;ац. паяасйеуг_ц1;60027;т.п.мотиас екк.;т.д. ахгмас;т.е.й. вакамдяиоу;1651; ;вакамдяи
9671;ATTIC_AG.PARASKEV_D_HUA_9671_KV;ATHV/APAR/T003/DS_5606T/001;1-иАМ;xala-asr9kb;SWTETH;Bundle-Ether12014;ETSBPrt;60729;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. ац. паяасйеугс;1653;192;ац. паяасйеуг_ц1;60027;т.п.мотиас екк.;т.д. ахгмас;т.е.й. вакамдяиоу;1651; ;вакамдяи
9672;ATTIC_AG.PARASKEV_D_HUA_9672_KV;ATHV/APAR/T004/DS_5606T/001;1-иАМ;xala-asr9kb;SWTETH;Bundle-Ether12015;ETSBPrt;60730;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. ац. паяасйеугс;1653;194;ац. паяасйеуг_ц1;60027;т.п.мотиас екк.;т.д. ахгмас;т.е.й. вакамдяиоу;1651; ;вакамдяи
9673;ATTIC_AG.PARASKEV_D_HUA_9673_KV;ATHV/APAR/T005/DS_5606T/001;1-иАМ;xala-asr9kb;SWTETH;Bundle-Ether12016;ETSBPrt;60731;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. ац. паяасйеугс;1653;190;ац. паяасйеуг_ц1;60027;т.п.мотиас екк.;т.д. ахгмас;т.е.й. вакамдяиоу;1651; ;вакамдяи
9674;ATTIC_AG.PARASKEV_D_HUA_9674_KV;ATHV/APAR/T006/DS_5606T/001;1-иАМ;xala-asr9kb;SWTETH;Bundle-Ether12017;ETSBPrt;60732;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. ац. паяасйеугс;1653;191;ац. паяасйеуг_ц1;60027;т.п.мотиас екк.;т.д. ахгмас;т.е.й. вакамдяиоу;1651; ;вакамдяи
9675;ATTIC_AG.PARASKEV_D_HUA_9675_KV;ATHV/APAR/T007/DS_5606T/001;1-иАМ;xala-asr9kb;SWTETH;Bundle-Ether12018;ETSBPrt;60733;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. ац. паяасйеугс;1653;196;ац. паяасйеуг_ц1;60027;т.п.мотиас екк.;т.д. ахгмас;т.е.й. вакамдяиоу;1651; ;вакамдяи
9676;ATTIC_AG.PARASKEV_D_HUA_9676_KV;ATHV/APAR/T008/DS_5606T/001;1-иАМ;xala-asr9kb;SWTETH;Bundle-Ether12019;ETSBPrt;60734;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. ац. паяасйеугс;1653;197;ац. паяасйеуг_ц1;60027;т.п.мотиас екк.;т.д. ахгмас;т.е.й. вакамдяиоу;1651; ;вакамдяи
9677;ATTIC_AG.PARASKEV_D_HUA_9677_KV;ATHV/APAR/T009/DS_5606T/001;1-иАМ;xala-asr9kb;SWTETH;Bundle-Ether12100;ETSBPrt;60735;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. ац. паяасйеугс;1653;195;ац. паяасйеуг_ц1;60027;т.п.мотиас екк.;т.д. ахгмас;т.е.й. вакамдяиоу;1651; ;вакамдяи
9678;ATTIC_AG.PARASKEV_D_HUA_9678_KV;ATHV/APAR/T010/DS_5606T/001;1-иАМ;xala-asr9kb;SWTETH;Bundle-Ether12101;ETSBPrt;60736;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. ац. паяасйеугс;1653;198;ац. паяасйеуг_ц1;60027;т.п.мотиас екк.;т.д. ахгмас;т.е.й. вакамдяиоу;1651; ;вакамдяи
9679;ATTIC_AG.PARASKEV_D_HUA_9679_KV;ATHV/APAR/T011/DS_5606T/001;1-иАМ;xala-asr9kb;SWTETH;Bundle-Ether12102;ETSBPrt;60737;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. ац. паяасйеугс;1653;193;ац. паяасйеуг_ц1;60027;т.п.мотиас екк.;т.д. ахгмас;т.е.й. вакамдяиоу;1651; ;вакамдяи
9692;ATTIC_ANIKSI_D_HUA_9692_KV;AATT/NKIF/T006/DS_5606T/001;1-иАМ;ekal-asr9ka;SWTETH;Bundle-Ether10008;ETSBPrt;61474;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664;207;амоинг_ц1;60278;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664; ;ейакг
9693;ATTIC_ANIKSI_D_HUA_9693_KV;AATT/NKIF/T003/DS_5606T/001;1-иАМ;ekal-asr9ka;SWTETH;Bundle-Ether10007;ETSBPrt;61475;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664;209;амоинг_ц1;60278;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664; ;ейакг
9694;ATTIC_ANIKSI_D_HUA_9694_KV;AATT/NKIF/T005/DS_5606T/001;1-иАМ;ekal-asr9ka;SWTETH;Bundle-Ether10002;ETSBPrt;61476;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664;213;амоинг_ц1;60278;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664; ;ейакг
9695;ATTIC_ANIKSI_D_HUA_9695_KV;AATT/NKIF/T007/DS_5606T/001;1-иАМ;ekal-asr9ka;SWTETH;Bundle-Ether10006;ETSBPrt;61477;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664;227;амоинг_ц1;60278;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664; ;ейакг
9696;ATTIC_ANIKSI_D_HUA_9696_KV;AATT/NKIF/T004/DS_5606T/001;1-иАМ;ekal-asr9ka;SWTETH;Bundle-Ether10005;ETSBPrt;61478;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664;229;амоинг_ц1;60278;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664; ;ейакг
9697;ATTIC_ANIKSI_D_HUA_9697_KV;AATT/NKIF/T008/DS_5606T/001;1-иАМ;ekal-asr9ka;SWTETH;Bundle-Ether10004;ETSBPrt;61479;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664;231;амоинг_ц1;60278;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664; ;ейакг
9698;ATTIC_ANIKSI_D_HUA_9698_KV;AATT/NKIF/T002/DS_5606T/001;1-иАМ;ekal-asr9ka;SWTETH;Bundle-Ether10003;ETSBPrt;61480;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664;233;амоинг_ц1;60278;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664; ;ейакг
9699;ATTIC_ANIKSI_D_HUA_9699_KV;AATT/NKIF/T009/DS_5606T/001;1-иАМ;ekal-asr9ka;SWTETH;Bundle-Ether10001;ETSBPrt;61481;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664;235;амоинг_ц1;60278;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664; ;ейакг
9700;ATTIC_ANIKSI_D_HUA_9700_KV;AATT/NKIF/T010/DS_5606T/001;1-иАМ;ekal-asr9ka;SWTETH;Bundle-Ether10000;ETSBPrt;61482;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664;237;амоинг_ц1;60278;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. йгжиссиас;1664; ;ейакг
9753;ATTIC_TERPSITHEA_D_HUA_9753_KV;ATHG/TERP/T001/DS_5603Tv1/001;6-иАМ;terp-asr9kb;SWTETH;Bundle-Ether13107;ETSBPrt;60886;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451;518;теяьихеа_ц2;60170;т.п.мотиас екк.;т.д. ба./мот. атт;т.е.й. гкиоупокеыс;1451; ;теяьихеа
9755;THESS_VIPE_D_HUA_9755_ONU_9715;DTHE/ELEY/O007/DS_5603Tv2/001;1;ampe-asr9ka;SWTETH;Bundle-Ether10003;ETSBPrt;90195;т.п.бояеиас екк.;т.д. хес-вакйид.;т.е.й. диабатым хес/мийгс;3125;9715;симдос_бипе симдоу;90094;т.п.бояеиас екк.;т.д. хес-вакйид.;т.е.й. паукоу лека;3103; ;алпекойгпои
9756;THESS_IKEA_D_HUA_9756_ONU_9525;ATHE/KALR/O013/DS_5603Tv2/001;6-иАМ;xari-asr9ka;SWTETH;Bundle-Ether13007;ETSBPrt;90352;т.п.бояеиас екк.;т.д. хес-вакйид.;т.е.й. йакалаяиас;3201;9525;жоимийас_ийеа;90103;т.п.бояеиас екк.;т.д. хес-вакйид.;т.е.й. тоулпас;3207; ;ваяикаоу
