йЫДИЙЭР DSLAM;EMS DSLAM Name;╪МОЛА DSLAM;DSLAM Uplink Port;╪МОЛА еНОПКИСЛОЩ еПЭЛЕМОУ Hop;тЩПОР еНОПКИСЛОЩ еПЭЛЕМОУ Hop;пЭЯТА еПЭЛЕМОУ Hop;TЩПОР пЭЯТАР еПЭЛЕМОУ Hop;йЫДИЙЭР EETT DSLAM;пЕЯИЖщЯЕИА DSLAM;дИАЛщЯИСЛА DSLAM;оМОЛАСъА йщМТЯОУ DSLAM;DSLAM тей;DSLAM ONU;йЫДИЙЭР йщМТЯОУ DSLAM;йЫДИЙЭР EETT еПЭЛЕМОУ Hop;пЕЯИЖщЯЕИА еПЭЛЕМОУ Hop;дИАЛщЯИСЛА еПЭЛЕМОУ Hop;оМОЛАСъА йщМТЯОУ еПЭЛЕМОУ Hop;тей еПЭЛЕМОУ Hop;ONU еПЭЛЕМОУ Hop;йЫДИЙЭР йщМТЯОУ еПЭЛЕМОУ Hop
9397;KAVAL_KRINIDES_D_HUA_9397;KAVA/FILI/L013/DS_5600/001;1;asw-kav1-krinides-5624a;SWTETH;g1/0/1;ETHPRT;260018;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.у. йягмидым йабакас;5130; ;йягмидес;260018;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.у. йягмидым йабакас;5130; ;йягмидес
9398;KAVAL_AMIGDALEONAS_D_HUA_9398;KAVA/FILI/L002/DS_5600/001;1;asw-kav1-amigdaleonas-5624a;SWTETH;g1/0/1;ETHPRT;260072;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.у. йягмидым йабакас;5130; ;алуцдакеымас;260072;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.у. йягмидым йабакас;5130; ;алуцдакеымас
9399;IMATH_TRILOFO_D_HUA_9399;IMAT/VERO/L011/DS_5600/001;1;asw-amp1-trilofosima-5624a;SWTETH;g1/0/1;ETHPRT;230066;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. беяоиас;3301; ;тяикожос;230066;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. беяоиас;3301; ;тяикожос
9400;IMATH_MAKROCHORI_D_HUA_9400;IMAT/VERO/L004/DS_5600/001;1;asw-amp1-makroxori-5624a;SWTETH;g1/0/1;ETHPRT;230021;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. беяоиас;3301; ;лайяовыяи;230021;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. беяоиас;3301; ;лайяовыяи
9401;IMATH_VERGINA_D_HUA_9401;IMAT/VERO/L001/DS_5600/001;1;asw-amp1-vergina-5624a;SWTETH;g1/0/1;ETHPRT;230051;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. беяоиас;3301; ;беяцима;230051;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. беяоиас;3301; ;беяцима
9402;MAGNI_ALMIROS_D_HUA_9402;MAGN/IOLK/L007/DS_5600/001;1;asw-volo9ka-almiros-5624a;SWTETH;g1/0/1;ETHPRT;400007;т.п.бояеиас екк.;т.д.хессакиас;т.е.у. аклуяоу лацмгсиас;4001; ;аклуяос;400007;т.п.бояеиас екк.;т.д.хессакиас;т.е.у. аклуяоу лацмгсиас;4001; ;аклуяос
9403;CHANI_MODI_D_HUA_9403;HANI/KYDO/L009/DS_5600/001;1;asw-chan9ka-modi-5624a;SWTETH;g1/0/1;ETHPRT;200119;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;лоди;200119;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;лоди
9404;CHANI_ALIKIANOS_D_HUA_9404;HANI/KYDO/L002/DS_5600/001;1;asw-chan9ka-alikianos-5624a;SWTETH;g1/0/1;ETHPRT;200001;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;акийиамос;200001;т.п.мотиас екк.;т.д. йягтгс;т.е.й. вамиым;8202; ;акийиамос
9405;KYKLA_ANO.MERA_D_HUA_9405;KYKL/MYKO/L002/DS_5600/001;1;asw-nym3-anomera-5624a;SWTETH;g1/0/1;ETHPRT;340221;т.п.мотиас екк.;т.д. мгсым;й.е.   луйомоу;3010; ;амы леяиа;340221;т.п.мотиас екк.;т.д. мгсым;й.е.   луйомоу;3010; ;амы леяиа
9406;MAGNI_SOURPI_D_HUA_9406;MAGN/IOLK/L002/DS_5600/001;1;asw-volo9ka-sourpi-5624a;SWTETH;g1/0/1;ETHPRT;400069;т.п.бояеиас екк.;т.д.хессакиас;т.е.у. аклуяоу лацмгсиас;4001; ;соуяпг;400069;т.п.бояеиас екк.;т.д.хессакиас;т.е.у. аклуяоу лацмгсиас;4001; ;соуяпг
9407;LEFKA_LEFKADA_D_HUA_9407;LEYK/LEYK/L001/DS_5600/003;1;asw-patr9ka-lefkada-8505a;SWTETH;3;ETHPRT;390009;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. кеуйадас;6401; ;кеуйада;390009;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. кеуйадас;6401; ;кеуйада
9408;IOANN_28.OKTOVRIOU_D_HUA_9408;IOAN/OKTO/L002/DS_5600/007;1;asw-ioan9ka-28oktovriou-8508a;SWTETH;10;ETHPRT;250202;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. иыаммимым;6502; ;28гс ойтыбяиоу;250202;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. иыаммимым;6502; ;28гс ойтыбяиоу
9409;KYKLA_DRYOPIDA_D_HUA_9409;KYKL/SYRO/L001/DS_5600/001;1;asw-voul9kb-driopida-5624a;SWTETH;g1/0/1;ETHPRT;340059;т.п.мотиас екк.;т.д. мгсым;й.е.   йухмоу;3024; ;дяуопида;340059;т.п.мотиас екк.;т.д. мгсым;й.е.   йухмоу;3024; ;дяуопида
9410;ATTIC_PERDIKA_D_HUA_9410;ASAR/AIGN/L002/DS_5600/001;1;asw-nym2-aigina-5624a;SWTETH;g1/0/2;ETHPRT;420032;т.п.мотиас екк.;т.д. мгсым;й.е.   аицимас;2803; ;пеядийа;420008;т.п.мотиас екк.;т.д. мгсым;й.е.   аицимас;2803; ;аицима
9411;THESS_NEOCHOROUDA_D_HUA_9411;DTHE/ELEY/L004/DS_5600/001;1;asw-ampe9ka-neoxorouda-5328c;SWTETH;g0/0/1;ETHPRT;90130;т.п.бояеиас екк.;т.д. хес-вакйид.;т.е.й. диабатым хес/мийгс;3125; ;меовыяоуда; ; ; ; ; ; ; 
9412;AITOL_ASTAKOS_D_HUA_9412;AITO/FYTE/L007/DS_5600/001;1;asw-pel1-astakos-5624a;SWTETH;g1/0/1;ETHPRT;20044;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.у. астайоу;5815; ;астайос;20044;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.у. астайоу;5815; ;астайос
9413;KEFAL_VLACHATA_D_HUA_9413;KEFA/ARGL/L003/DS_5600/001;1;asw-patr9kb-vlaxata-5328a;SWTETH;g0/0/1;ETHPRT;290086;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. аяцостокиоу;6701; ;бкавата;290086;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. аяцостокиоу;6701; ;бкавата
9414;ACHAI_TEMENI_D_HUA_9414;AHAI/AIGI/L008/DS_5600/001;1;asw-pel1-aigio-8505a;SWTETH;g4/1/22;ETHPRT;10265;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. аициоу;6110; ;телемг;10016;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. аициоу;6110; ;аицио
9415;EVOIA_DROSIA_D_HUA_9415;EYVO/HALK/L001/DS_5600/001;1;asw-xalk9ka-drosia-5624a;SWTETH;g1/0/1;ETHPRT;130063;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;дяосиа;130063;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;дяосиа
9416;KERKY_YPSOS_D_HUA_9416;KERK/KERK/L005/DS_5600/001;1;asw-ioa1-ipsos-5624a;SWTETH;g1/0/1;ETHPRT;300050;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;уьос;300050;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;уьос
9417;THESP_PLATARIA_D_HUA_9417;THES/IGOY/L001/DS_5600/001;1;asw-ioa1-plataria-5624a;SWTETH;g1/0/1;ETHPRT;80090;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. гцоулемитсас;6801; ;пкатаяиа;80090;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. гцоулемитсас;6801; ;пкатаяиа
9418;KERKY_SIDARI_D_HUA_9418;KERK/SKRI/L010/DS_5600/001;1;д265-01;RING;сидаяи;GENPRT;300047;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;й.е.   сйяипеяоу;6605; ;сидаяи; ; ; ; ; ; ; 
9419;ARTAS_KOMPOTI_D_HUA_9419;ARTA/ARTA/L009/DS_5600/001;1;asw-ioa1-kompoti-5624a;SWTETH;g1/0/1;ETHPRT;50137;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. аятас;7001; ;йолпоти;50137;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. аятас;7001; ;йолпоти
9420;KERKY_TRIKLINO_D_HUA_9420;KERK/KERK/L006/DS_5600/001;1;asw-ioa1-triklino-5624a;SWTETH;g1/0/1;ETHPRT;300049;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;тяийкимо;300049;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;т.е.й. йеяйуяас;6601; ;тяийкимо
9421;AITOL_KALIVIA_D_HUA_9421;AITO/AGRI/L007/DS_5600/001;1;asw-pel1-kalivia-5624a;SWTETH;g1/0/1;ETHPRT;20327;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801; ;йакубиа;20327;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801; ;йакубиа
9422;AITOL_AGGELOKASTRO_D_HUA_9422;AITO/AGRI/L009/DS_5600/001;1;asw-pel1-aggelokastro-5624a;SWTETH;g1/0/1;ETHPRT;20321;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801; ;аццекойастяо;20321;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;т.е.й. ацяимиоу;5801; ;аццекойастяо
9423;VOIOT_CHAIRONIA_D_HUA_9423;VOIO/LEIV/L001/DS_5600/001;1;asw-lami9ka-xeronia-5624a;SWTETH;g1/0/1;ETHPRT;70023;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. кебадеиас;1901; ;ваияымеиа;70023;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. кебадеиас;1901; ;ваияымеиа
9424;KYKLA_CHALKEIO_D_HUA_9424;KYKL/NAKS/L009/DS_5600/001;1;asw-nym3-chalkio-5624a;SWTETH;g1/0/1;ETHPRT;340049;т.п.мотиас екк.;т.д. мгсым;й.е.   маноу;3011; ;вакйеио;340049;т.п.мотиас екк.;т.д. мгсым;й.е.   маноу;3011; ;вакйеио
9425;KYKLA_APEIRANTHOS_D_HUA_9425;KYKL/NAKS/L007/DS_5600/001;1;asw-nym3-apiranthos-5624a;SWTETH;g1/0/1;ETHPRT;340035;т.п.мотиас екк.;т.д. мгсым;й.е.   маноу;3011; ;апеияамхос;340035;т.п.мотиас екк.;т.д. мгсым;й.е.   маноу;3011; ;апеияамхос
9426;LESVO_PARALIA.THERMIS_D_HUA_9426;LESV/MYTI/L006/DS_5600/001;1;asw-mtln9ka-paraliathermis-5624a;SWTETH;g1/0/1;ETHPRT;380094;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. лутикгмгс;2501; ;паяакиа хеялгс;380094;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. лутикгмгс;2501; ;паяакиа хеялгс
9427;CHALK_N.KALLIKRATIA_D_HUA_9427;HALK/NKAL/L001/DS_5600/001;1;asw-erm2-nkalikratia-5328a;SWTETH;g1/0/1;ETHPRT;190022;т.п.бояеиас екк.;т.д. хес-вакйид.;т.е.у. меас йаккийяатеиас;3807; ;м. йаккийяатеиа;190022;т.п.бояеиас екк.;т.д. хес-вакйид.;т.е.у. меас йаккийяатеиас;3807; ;м. йаккийяатеиа
9428;SERRO_CHRISO_D_HUA_9428;SERR/SERR/L006/DS_5600/001;1;asw-serr9ka-xriso-5624a;SWTETH;g1/0/1;ETHPRT;490008;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. сеяяым;3701; ;вяусо; ; ; ; ; ; ; 
9429;KILKI_PONTOIRAKLEIA_D_HUA_9429;KILK/POLK/L005/DS_5600/001;1;asw-erm1-pontoiraklia-5624a;SWTETH;g1/0/1;ETHPRT;310031;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   покуйастяоу;3605; ;помтогяайкеиа;310031;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   покуйастяоу;3605; ;помтогяайкеиа
9430;KILKI_AKSIOUPOLI_D_HUA_9430;KILK/POLK/L004/DS_5600/001;1;asw-erm1-axioupoli-5624a;SWTETH;g1/0/1;ETHPRT;310056;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   покуйастяоу;3605; ;аниоупокг;310056;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   покуйастяоу;3605; ;аниоупокг
9431;KILKI_GOUMENISSA_D_HUA_9431;KILK/POLK/L002/DS_5600/001;1;asw-erm1-goumenisa-5624a;SWTETH;g1/0/1;ETHPRT;310015;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   покуйастяоу;3605; ;цоулемисса;310015;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   покуйастяоу;3605; ;цоулемисса
9432;KILKI_EVZONOI_D_HUA_9432;KILK/POLK/L007/DS_5600/001;1;asw-erm1-evzoni-5624a;SWTETH;g1/0/1;ETHPRT;310011;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   покуйастяоу;3605; ;еуфымои;310011;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   покуйастяоу;3605; ;еуфымои
9433;KILKI_N.AGIONERI_D_HUA_9433;KILK/KILK/L011/DS_5600/001;1;asw-erm1-neoagioneri-5624a;SWTETH;g1/0/1;ETHPRT;310080;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. йикйис;3601; ;мео ациомеяи;310080;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. йикйис;3601; ;мео ациомеяи
9434;DRAMA_MAVROVATOS_D_HUA_9434;DRAM/KOMN/L017/DS_5600/001;1;д250-12;RING;лауяобатос;GENPRT;100088;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. дяалас;5201; ;лауяобатос; ; ; ; ; ; ; 
9435;DRAMA_DOKSATO_D_HUA_9435;DRAM/KOMN/L014/DS_5600/001;1;asw-kav1-doksato-5624a;SWTETH;g1/0/1;ETHPRT;100015;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. дяалас;5201; ;донато;100015;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. дяалас;5201; ;донато
9436;DRAMA_CHORISTI_D_HUA_9436;DRAM/KOMN/L005/DS_5600/001;1;д250-12;RING;выяистг;GENPRT;100078;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. дяалас;5201; ;выяистг; ; ; ; ; ; ; 
9437;CHALK_PEFKOCHORI_D_HUA_9437;HALK/KASS/L004/DS_5600/001;1;asw-erm2-pefkoxori-8505a;SWTETH;1;ETHPRT;190078;т.п.бояеиас екк.;т.д. хес-вакйид.;т.е.у. йассамдяеиас;3803; ;пеуйовыяи;190078;т.п.бояеиас екк.;т.д. хес-вакйид.;т.е.у. йассамдяеиас;3803; ;пеуйовыяи
9438;SERRO_STRYMONIKO_D_HUA_9438;SERR/SERR/L013/DS_5600/001;1;asw-serr9ka-strimoniko-5328a;SWTETH;g1/0/1;ETHPRT;490085;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.й. сеяяым;3701; ;стяуломийо; ; ; ; ; ; ; 
9439;IRAKL_ANO.VIANNOS_D_HUA_9439;IRAK/ARKA/L005/DS_5600/001;1;asw-her1-anovianos-5624a;SWTETH;g1/0/1;ETHPRT;240006;т.п.мотиас екк.;т.д. йягтгс;й.е.   амы биамоу гяайкеиоу;8105; ;амы биаммос;240006;т.п.мотиас екк.;т.д. йягтгс;й.е.   амы биамоу гяайкеиоу;8105; ;амы биаммос
9440;KYKLA_EMPORIO_D_HUA_9440;KYKL/THIR/L002/DS_5600/001;1;asw-nym3-emporio-5624a;SWTETH;g1/0/1;ETHPRT;340196;т.п.мотиас екк.;т.д. мгсым;й.е.   хгяас;3007; ;елпояеио;340196;т.п.мотиас екк.;т.д. мгсым;й.е.   хгяас;3007; ;елпояеио
9441;KYKLA_OIA_D_HUA_9441;KYKL/THIR/L006/DS_5600/001;1;asw-nym3-oia-5624a;SWTETH;g1/0/1;ETHPRT;340222;т.п.мотиас екк.;т.д. мгсым;й.е.   хгяас;3007; ;оиа;340222;т.п.мотиас екк.;т.д. мгсым;й.е.   хгяас;3007; ;оиа
9442;IRAKL_ARKALOCHORI_D_HUA_9442;IRAK/ARKA/L003/DS_5600/001;1;asw-hera9ka-arkalohori-5624a;SWTETH;g1/0/1;ETHPRT;240010;т.п.мотиас екк.;т.д. йягтгс;й.е.   аяйаковыяиоу гяайкеиоу;8106; ;аяйаковыяи;240010;т.п.мотиас екк.;т.д. йягтгс;й.е.   аяйаковыяиоу гяайкеиоу;8106; ;аяйаковыяи
9443;KOZAN_PERDIKKAS_D_HUA_9443;KOZA/PTOL/L001/DS_5600/001;1;asw-koz1-perdikas-5624a;SWTETH;g1/0/1;ETHPRT;330138;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.у. птокелаидас;4602; ;пеядийас;330138;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.у. птокелаидас;4602; ;пеядийас
9444;FLORI_AG.PANTELEIMON_D_HUA_9444;FLOR/FLOR/L006/DS_5600/001;1;asw-koz1-agpadeleimonas-5624a;SWTETH;g1/0/1;ETHPRT;160002;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   алумтаиоу;4902; ;ац. памтекеглым;160002;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   алумтаиоу;4902; ;ац. памтекеглым
9445;KARDI_PROASTIO_D_HUA_9445;KARD/KARD/L007/DS_5600/001;1;asw-lar1-proastio-5624a;SWTETH;g1/0/1;ETHPRT;270132;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. йаядитсас;4201; ;пяоастио;270132;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. йаядитсас;4201; ;пяоастио
9446;KASTO_PENTAVRISOS_D_HUA_9446;KAST/KAST/L003/DS_5600/001;1;asw-koz1-mesopotamia-5624a;SWTETH;g1/0/22;ETHPRT;280025;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   аяцоус ояестийоу;4802; ;пемтабяусос;280019;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. йастояиас;4801; ;лесопоталиа
9447;FLORI_VEVI_D_HUA_9447;FLOR/FLOR/L005/DS_5600/001;1;asw-koz1-vevi-5624a;SWTETH;g1/0/1;ETHPRT;160059;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. жкыяимас;4901; ;беуг;160059;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. жкыяимас;4901; ;беуг
9448;FLORI_LECHOVO_D_HUA_9448;FLOR/FLOR/L002/DS_5600/001;1;asw-koz1-sklithro-5624a;SWTETH;g1/0/23;ETHPRT;160022;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   алумтаиоу;4902; ;кевобо;160038;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;й.е.   алумтаиоу;4902; ;сйкгхяоу
9449;EVROU_DADIA_D_HUA_9449;EVRO/DIDY/LE001/DS_5600/001;1;asw-alex9ka-kornofolia-5624a;SWTETH;g1/0/1;ETHPRT;120009;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.у. соужкиоу;5504; ;дадиас;120023;т.п.бояеиас екк.;т.д. ам.лай.хяай./мгс. боя. аиц.;т.е.у. соужкиоу;5504; ;йояможыкиас
9450;KILKI_S.S.MOURION_D_HUA_9450;KILK/KILK/L007/DS_5600/001;1;asw-kilk9ka-mouries-5624a;SWTETH;g1/0/1;ETHPRT;310071;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. йикйис;3601; ;с.с лоуяиым;310071;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. йикйис;3601; ;с.с лоуяиым
9451;PREVE_FILIPIADA_D_HUA_9451;PREV/PREV/L012/DS_5600/001;1;asw-ioa1-filipiada-5624a;SWTETH;g1/0/1;ETHPRT;450069;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;й.е.   жикиппиадас пяебефгс;6003; ;жикиппиада;450069;т.п.бояеиас екк.;т.д. гпеияоу-йеяйуяас;й.е.   жикиппиадас пяебефгс;6003; ;жикиппиада
9452;KASTO_KORISOS_D_HUA_9452;KAST/KAST/L004/DS_5600/001;1;asw-koz1-korisos-5624a;SWTETH;g1/0/1;ETHPRT;280015;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. йастояиас;4801; ;йоягсос;280015;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. йастояиас;4801; ;йоягсос
9453;THESS_CHALKIDONA_D_HUA_9453;DTHE/AMPT/L014/DS_5600/001;1;asw-erm1-xalkidona-5624a;SWTETH;g1/0/1;ETHPRT;90015;т.п.бояеиас екк.;т.д. хес-вакйид.;й.е.   вакйгдомас;3113; ;вакйгдома;90015;т.п.бояеиас екк.;т.д. хес-вакйид.;й.е.   вакйгдомас;3113; ;вакйгдома
9454;TRIKA_PALEOMONAST_D_HUA_9454;TRIK/KALP/L001/DS_5600/001;1;asw-lar1-palaiomonastiro-5624a;SWTETH;g1/0/1;ETHPRT;500175;т.п.бояеиас екк.;т.д.хессакиас;й.е.   пукгс тяийаккым;4306; ;пакаиоломастгяо;500175;т.п.бояеиас екк.;т.д.хессакиас;й.е.   пукгс тяийаккым;4306; ;пакаиоломастгяо
9455;KARDI_KALLITHIRO_D_HUA_9455;KARD/KARD/L018/DS_5600/001;1;asw-lar1-kallithiro-5328a;SWTETH;g0/0/1;ETHPRT;270134;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. йаядитсас;4201; ;йаккихгяо;270134;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. йаядитсас;4201; ;йаккихгяо
9456;KARDI_MATARAGKA_D_HUA_9456;KARD/KARD/L009/DS_5600/001;1;asw-lar1-mataragka-5624a;SWTETH;g1/0/1;ETHPRT;270139;т.п.бояеиас екк.;т.д.хессакиас;й.е.   сожадым йаядитсас;4203; ;латаяацйас;270139;т.п.бояеиас екк.;т.д.хессакиас;й.е.   сожадым йаядитсас;4203; ;латаяацйас
9457;KARDI_MITROPOLI_D_HUA_9457;KARD/KARD/L012/DS_5600/001;1;asw-kard9ka-mitropoli-5624a;SWTETH;g1/0/1;ETHPRT;270133;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. йаядитсас;4201; ;лгтяопокг; ; ; ; ; ; ; 
9458;THESS_AGCHIALOS_D_HUA_9458;DTHE/AMPT/L010/DS_5600/001;1;asw-amp1-agxialos-5624a;SWTETH;g1/0/1;ETHPRT;90125;т.п.бояеиас екк.;т.д. хес-вакйид.;т.е.й. диабатым хес/мийгс;3125; ;ацвиакос;90125;т.п.бояеиас екк.;т.д. хес-вакйид.;т.е.й. диабатым хес/мийгс;3125; ;ацвиакос
9459;EVOIA_ISTIEA_D_HUA_9459;EYVO/AIDI/L007/DS_5600/001;1;asw-nym1-istiea-5624a;SWTETH;g1/0/1;ETHPRT;130082;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;й.е.   истиаиас;2206; ;истиаиа;130082;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;й.е.   истиаиас;2206; ;истиаиа
9460;EVOIA_AVLIDA_D_HUA_9460;EYVO/HALK/L005/DS_5600/001;1;asw-nym1-avlida-5624a;SWTETH;g1/0/1;ETHPRT;130269;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;аукида;130269;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;т.е.й. вакйидас;2201; ;аукида
9461;EVOIA_AGIOS.ISTIEAS_D_HUA_9461;EYVO/AIDI/L005/DS_5600/001;1;asw-nym1-agiosistieas-5624a;SWTETH;g1/0/1;ETHPRT;130292;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;й.е.   коутяым аидгьоу;2209; ;ациос;130292;т.п.мотиас екк.;т.д. йемтя. екк/еуб.;й.е.   коутяым аидгьоу;2209; ;ациос
9462;FOKID_EFPALIO_D_HUA_9462;AITO/NAYP/L001/DS_5600/001;1;asw-pel1-efpalio-5624a;SWTETH;g1/0/1;ETHPRT;170092;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;й.е.   маупайтоу;6331; ;еупакио;170092;т.п.мотиас екк.;т.д. дут.екк./мгс.иом.;й.е.   маупайтоу;6331; ;еупакио
9463;ATTIC_SOUVALA_D_HUA_9463;ASAR/AIGN/L008/DS_5600/001;1;asw-nym2-souvala-5624a;SWTETH;g1/0/1;ETHPRT;420067;т.п.мотиас екк.;т.д. мгсым;й.е.   аицимас;2803; ;соубака;420067;т.п.мотиас екк.;т.д. мгсым;й.е.   аицимас;2803; ;соубака
9464;IRAKL_EPISKOPI_D_HUA_9464;IRAK/ARIA/L006/DS_5600/001;1;asw-her1-amnisos-5624a;SWTETH;g1/0/4;ETHPRT;240099;т.п.мотиас екк.;т.д. йягтгс;т.е.й. гяайкеиоу;8102; ;еписйопг;240106;т.п.мотиас екк.;т.д. йягтгс;т.е.й. гяайкеиоу;8102; ;алмиссос
9465;FLORI_KATO.KLINES_D_HUA_9465;FLOR/FLOR/L001/DS_5600/001;1;asw-koz1-katoklines-5328a;SWTETH;g1/0/1;ETHPRT;160017;т.п.бояеиас екк.;т.д. йем/дут.лайедомиас;т.е.й. жкыяимас;4901; ;й. йкеимес; ; ; ; ; ; ; 
9466;LARIS_SYKOURIO_D_HUA_9466;LARI/AKAD/L004/DS_5600/001;1;asw-lar2-sikourio-5328a;SWTETH;g0/0/1;ETHPRT;360071;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. каяисас;4102; ;суйоуяио;360071;т.п.бояеиас екк.;т.д.хессакиас;т.е.й. каяисас;4102; ;суйоуяио
